temperature_c,humidity_pct,rainfall_mm,stagnant_water,population_density,prior_cases_30d,risk_level
30.8,100.0,40.0,0,2065.0,4,2
18.6,63.0,41.0,0,1695.0,2,0
28.0,79.0,52.0,0,3637.0,3,2
25.8,53.0,231.0,1,2365.0,2,2
38.5,82.0,58.0,0,72.0,1,0
29.5,33.0,94.0,0,3720.0,7,2
24.9,88.0,83.0,0,567.0,2,2
24.0,90.0,44.0,1,4226.0,6,2
32.7,52.0,17.0,0,1261.0,5,1
28.9,93.0,193.0,1,3580.0,1,2
27.8,10.0,107.0,1,3461.0,5,2
31.1,59.0,175.0,0,1154.0,2,2
27.7,84.0,82.0,1,895.0,0,2
35.0,63.0,148.0,0,2261.0,1,1
25.6,31.0,55.0,0,3252.0,4,2
21.1,69.0,54.0,0,457.0,1,0
25.1,49.0,108.0,1,1207.0,2,2
26.9,92.0,15.0,0,1560.0,1,2
28.4,30.0,106.0,0,685.0,2,1
28.5,65.0,39.0,0,1536.0,4,2
28.7,35.0,60.0,0,912.0,0,1
23.5,67.0,73.0,0,1172.0,3,2
18.4,43.0,42.0,0,3158.0,0,0
15.6,62.0,45.0,0,670.0,3,0
31.4,54.0,82.0,0,1319.0,3,1
13.0,54.0,111.0,0,2220.0,4,1
28.7,68.0,363.0,1,1478.0,2,2
29.9,80.0,127.0,0,2696.0,2,2
30.6,68.0,105.0,1,1068.0,1,2
29.7,62.0,11.0,0,1368.0,2,1
26.6,89.0,252.0,0,701.0,4,2
19.2,48.0,192.0,0,1752.0,2,0
23.1,76.0,22.0,0,4314.0,2,2
35.2,59.0,115.0,0,969.0,1,1
29.9,100.0,89.0,0,1053.0,2,2
20.3,49.0,120.0,0,2204.0,4,1
21.4,44.0,76.0,0,3536.0,4,1
39.1,63.0,74.0,1,1027.0,0,1
19.9,60.0,184.0,0,1591.0,5,1
26.9,69.0,202.0,0,1634.0,3,2
28.2,65.0,29.0,1,3679.0,2,2
32.9,63.0,6.0,0,242.0,3,0
32.8,92.0,16.0,0,3118.0,1,2
30.6,92.0,24.0,1,420.0,0,2
27.6,66.0,40.0,0,1814.0,3,2
30.2,63.0,34.0,0,306.0,6,2
42.0,68.0,207.0,0,820.0,1,1
42.0,74.0,85.0,1,1641.0,4,2
30.7,32.0,49.0,1,1546.0,1,2
24.6,93.0,119.0,0,1344.0,0,2
27.2,83.0,76.0,0,299.0,7,2
32.2,59.0,64.0,1,4370.0,2,2
21.3,50.0,28.0,0,933.0,6,0
31.3,40.0,38.0,0,2748.0,4,1
28.1,76.0,43.0,0,1795.0,6,2
17.8,100.0,21.0,0,515.0,3,0
29.4,14.0,95.0,1,787.0,2,2
23.9,64.0,78.0,0,1144.0,3,2
33.5,30.0,39.0,0,294.0,2,0
25.9,56.0,71.0,0,1291.0,3,2
18.2,56.0,169.0,1,1383.0,3,2
24.2,93.0,120.0,0,2662.0,1,2
28.1,68.0,90.0,0,1216.0,4,2
14.8,80.0,27.0,0,2661.0,1,1
30.8,54.0,215.0,0,2042.0,1,2
22.2,70.0,54.0,0,558.0,1,1
31.6,69.0,141.0,1,552.0,3,2
38.2,100.0,100.0,0,701.0,3,1
34.1,62.0,53.0,0,1864.0,4,1
26.2,70.0,24.0,0,1242.0,6,2
33.0,88.0,124.0,0,1048.0,1,2
30.3,51.0,83.0,1,1270.0,1,2
27.4,34.0,13.0,0,2517.0,3,1
42.0,57.0,69.0,1,919.0,0,1
32.7,78.0,40.0,0,455.0,1,1
23.8,58.0,63.0,0,720.0,3,1
28.5,68.0,92.0,1,2144.0,4,2
30.3,54.0,27.0,0,1031.0,5,1
29.8,62.0,109.0,1,2784.0,4,2
27.2,40.0,19.0,0,752.0,2,1
29.2,79.0,123.0,1,994.0,1,2
25.9,78.0,121.0,1,475.0,1,2
28.9,96.0,112.0,0,3533.0,1,2
38.6,43.0,12.0,1,761.0,3,0
29.6,100.0,11.0,0,1022.0,2,2
28.1,56.0,10.0,0,3021.0,5,2
35.2,24.0,14.0,0,1474.0,4,0
32.7,88.0,72.0,1,802.0,7,2
25.6,88.0,99.0,0,1840.0,3,2
20.1,56.0,51.0,0,234.0,2,0
18.1,43.0,79.0,1,1402.0,2,1
31.9,10.0,73.0,0,896.0,1,0
42.0,37.0,66.0,1,2814.0,2,1
26.2,47.0,72.0,0,1343.0,5,2
11.5,79.0,87.0,0,2844.0,3,1
34.7,71.0,113.0,1,193.0,2,2
29.1,68.0,178.0,0,906.0,2,2
26.0,56.0,11.0,0,559.0,3,1
19.6,64.0,115.0,1,3455.0,6,2
35.2,79.0,60.0,0,3268.0,1,1
27.6,76.0,173.0,0,1444.0,1,2
33.3,71.0,146.0,0,1226.0,4,2
27.3,85.0,7.0,1,1356.0,4,2
38.6,40.0,29.0,1,275.0,6,0
28.4,43.0,74.0,0,915.0,3,2
23.0,81.0,74.0,0,2435.0,2,2
30.5,54.0,27.0,0,577.0,5,1
27.8,59.0,174.0,0,1650.0,2,2
20.3,50.0,44.0,1,1986.0,5,1
21.8,53.0,45.0,0,1430.0,4,0
27.6,51.0,15.0,1,664.0,0,2
35.5,96.0,64.0,0,1244.0,3,1
24.0,67.0,45.0,1,263.0,5,2
33.5,72.0,127.0,0,2582.0,4,2
26.1,34.0,40.0,1,2251.0,3,2
35.9,48.0,21.0,0,1170.0,3,0
39.1,48.0,59.0,1,1644.0,3,1
28.5,73.0,40.0,0,1109.0,4,2
23.6,49.0,52.0,0,552.0,3,1
23.5,74.0,67.0,0,781.0,4,2
33.6,31.0,67.0,1,425.0,3,1
21.7,44.0,34.0,0,635.0,5,0
17.0,34.0,77.0,0,612.0,6,0
34.7,63.0,118.0,1,601.0,2,2
22.1,43.0,56.0,0,1564.0,2,0
19.2,60.0,95.0,1,293.0,5,2
22.5,35.0,68.0,0,901.0,2,0
26.0,32.0,63.0,0,1912.0,2,1
19.8,50.0,37.0,1,2084.0,3,1
20.4,96.0,46.0,0,723.0,1,1
28.7,34.0,246.0,1,2297.0,1,2
24.1,59.0,226.0,0,1145.0,4,2
30.0,72.0,189.0,0,1370.0,3,2
30.9,67.0,69.0,0,1339.0,3,2
23.6,48.0,72.0,0,1507.0,1,1
26.3,43.0,210.0,0,1930.0,5,2
32.2,65.0,36.0,0,841.0,1,1
34.4,86.0,49.0,0,1783.0,2,1
12.7,56.0,101.0,0,1853.0,2,0
18.3,71.0,106.0,1,1025.0,2,2
28.4,63.0,64.0,0,3623.0,3,2
27.4,95.0,7.0,0,1040.0,2,2
25.5,43.0,58.0,0,3907.0,3,2
24.9,86.0,30.0,0,1188.0,4,2
22.4,43.0,72.0,1,4524.0,2,2
36.3,58.0,48.0,0,294.0,5,0
21.0,86.0,13.0,0,1297.0,2,1
26.6,82.0,33.0,0,2891.0,1,2
26.6,39.0,142.0,0,1491.0,2,2
32.5,65.0,235.0,1,2437.0,2,2
31.7,86.0,121.0,0,841.0,3,2
27.2,76.0,153.0,0,1837.0,0,2
25.7,41.0,62.0,1,2068.0,4,2
21.4,59.0,41.0,0,342.0,3,0
34.6,74.0,6.0,1,1914.0,3,2
16.6,59.0,101.0,1,1228.0,3,1
21.1,41.0,89.0,0,725.0,3,0
32.5,67.0,142.0,0,966.0,3,2
21.2,100.0,60.0,0,796.0,4,1
31.0,66.0,29.0,0,1079.0,7,2
35.3,30.0,51.0,1,675.0,2,0
34.3,39.0,45.0,1,979.0,5,1
23.2,84.0,87.0,0,1600.0,3,2
24.8,74.0,64.0,0,1138.0,0,2
20.9,72.0,100.0,0,155.0,4,1
28.1,75.0,92.0,1,1509.0,3,2
37.0,98.0,279.0,0,1504.0,4,2
27.3,77.0,31.0,0,1798.0,1,2
27.2,59.0,84.0,0,317.0,4,2
28.0,61.0,43.0,0,1540.0,4,2
26.5,73.0,44.0,0,986.0,0,2
30.9,24.0,119.0,0,2001.0,4,2
18.1,100.0,93.0,0,2204.0,1,1
28.0,59.0,125.0,0,1311.0,8,2
31.3,44.0,114.0,0,3981.0,4,2
33.3,64.0,134.0,0,2667.0,1,2
36.1,53.0,67.0,0,563.0,1,0
22.6,100.0,67.0,0,742.0,2,2
21.7,66.0,110.0,0,1050.0,6,2
24.8,71.0,43.0,1,1230.0,4,2
31.9,80.0,14.0,0,394.0,4,1
18.7,53.0,43.0,1,705.0,5,1
28.5,63.0,70.0,0,1464.0,4,2
28.7,71.0,88.0,0,736.0,6,2
23.7,76.0,35.0,0,823.0,1,1
31.6,42.0,37.0,1,1049.0,2,1
19.1,50.0,17.0,0,514.0,2,0
35.4,10.0,28.0,0,1522.0,3,0
30.8,53.0,103.0,0,1465.0,7,2
25.7,69.0,159.0,0,670.0,5,2
19.4,85.0,30.0,0,1461.0,6,1
27.0,78.0,108.0,0,1046.0,3,2
30.7,49.0,155.0,0,1251.0,2,2
23.9,57.0,20.0,0,2794.0,2,1
15.6,82.0,201.0,0,1706.0,6,2
22.1,58.0,99.0,0,737.0,3,1
42.0,60.0,55.0,0,3804.0,0,0
29.6,91.0,72.0,0,758.0,5,2
25.4,81.0,54.0,0,1044.0,5,2
42.0,45.0,54.0,1,2762.0,2,1
32.7,53.0,49.0,0,1396.0,4,1
37.8,99.0,32.0,1,1973.0,1,2
29.4,72.0,122.0,1,422.0,2,2
32.7,90.0,27.0,0,2136.0,2,2
28.5,42.0,61.0,0,2295.0,2,2
22.4,75.0,36.0,1,1432.0,4,2
26.3,78.0,18.0,0,1425.0,1,2
27.8,89.0,21.0,1,1231.0,1,2
26.6,90.0,125.0,0,1416.0,3,2
23.0,57.0,77.0,0,613.0,3,1
25.5,71.0,128.0,0,1467.0,2,2
24.7,61.0,4.0,0,688.0,5,1
24.2,78.0,44.0,0,1405.0,2,2
35.4,35.0,56.0,1,2970.0,2,1
28.8,26.0,60.0,0,1974.0,3,2
19.2,71.0,58.0,0,1447.0,6,1
18.7,65.0,188.0,0,3483.0,4,2
24.8,70.0,69.0,0,219.0,1,2
21.5,59.0,49.0,0,1537.0,4,1
25.6,87.0,78.0,1,2104.0,1,2
38.7,75.0,70.0,0,1086.0,3,1
22.7,56.0,60.0,1,1030.0,5,2
21.1,62.0,129.0,1,2522.0,3,2
29.3,28.0,101.0,1,299.0,5,2
22.4,100.0,43.0,1,696.0,2,2
15.8,60.0,133.0,0,4038.0,0,1
25.3,77.0,8.0,1,216.0,4,2
17.5,70.0,110.0,0,1639.0,2,1
21.7,64.0,109.0,1,795.0,2,2
29.3,69.0,115.0,1,1179.0,3,2
18.7,21.0,75.0,0,1214.0,3,0
32.9,78.0,247.0,0,792.0,1,2
26.0,55.0,11.0,0,669.0,3,1
36.8,79.0,41.0,0,923.0,4,1
27.5,77.0,30.0,0,1170.0,4,2
26.4,63.0,73.0,0,2064.0,1,2
27.7,89.0,151.0,1,4106.0,2,2
30.6,100.0,22.0,0,2520.0,3,2
35.6,48.0,46.0,0,1269.0,6,0
21.2,54.0,154.0,0,876.0,0,0
27.4,28.0,6.0,0,1630.0,2,1
26.8,63.0,56.0,0,710.0,5,2
34.4,71.0,159.0,0,1418.0,5,2
28.7,48.0,51.0,0,1179.0,7,2
22.1,60.0,66.0,0,2081.0,4,1
27.7,100.0,51.0,0,1800.0,2,2
18.2,72.0,87.0,1,821.0,4,2
36.5,63.0,143.0,0,680.0,4,1
23.5,73.0,56.0,0,1920.0,3,2
20.1,72.0,303.0,1,1105.0,0,2
32.1,23.0,65.0,1,1477.0,2,1
30.6,62.0,67.0,0,1028.0,4,2
38.9,56.0,102.0,1,1992.0,5,2
28.5,90.0,102.0,1,1784.0,5,2
30.6,59.0,37.0,0,1993.0,4,2
30.2,99.0,66.0,1,205.0,3,2
24.7,82.0,23.0,1,2681.0,3,2
26.1,93.0,66.0,0,432.0,6,2
34.1,50.0,9.0,0,1118.0,3,0
22.5,68.0,54.0,0,1450.0,3,1
27.7,100.0,99.0,1,1859.0,4,2
14.0,35.0,1.0,0,1791.0,3,0
31.1,77.0,37.0,0,1839.0,1,2
31.3,88.0,173.0,1,2021.0,4,2
36.3,63.0,18.0,1,1556.0,3,1
29.0,71.0,87.0,0,3097.0,2,2
21.3,92.0,27.0,1,1822.0,4,2
28.3,99.0,36.0,1,1871.0,5,2
42.0,33.0,142.0,1,1286.0,5,1
19.0,88.0,110.0,1,507.0,3,2
27.9,42.0,33.0,1,3668.0,1,2
17.1,78.0,36.0,1,2734.0,2,2
35.4,33.0,35.0,1,952.0,2,0
25.5,35.0,57.0,0,876.0,4,1
32.0,100.0,31.0,0,614.0,2,2
18.1,83.0,156.0,0,968.0,5,2
25.7,21.0,27.0,0,3199.0,6,2
14.4,44.0,25.0,0,298.0,0,0
22.8,47.0,77.0,0,2043.0,2,1
30.7,56.0,133.0,0,2562.0,2,2
20.2,47.0,54.0,1,1864.0,7,1
35.2,36.0,78.0,1,2823.0,4,1
22.4,52.0,81.0,1,1740.0,4,2
24.4,61.0,127.0,1,2512.0,4,2
20.8,46.0,87.0,0,864.0,4,0
37.5,83.0,24.0,0,426.0,5,1
14.7,43.0,18.0,1,1671.0,3,0
28.8,75.0,35.0,0,1761.0,3,2
25.9,72.0,56.0,1,1331.0,2,2
36.9,54.0,39.0,0,1736.0,2,0
24.3,52.0,93.0,0,2261.0,5,2
25.7,84.0,70.0,1,2157.0,0,2
23.8,48.0,76.0,0,1915.0,3,1
27.3,86.0,15.0,0,1468.0,3,2
31.2,65.0,99.0,0,1172.0,3,2
26.5,90.0,22.0,0,589.0,6,2
21.1,34.0,74.0,1,1748.0,1,1
24.5,62.0,38.0,0,937.0,3,1
30.2,51.0,107.0,0,1317.0,3,2
31.1,97.0,58.0,0,1299.0,6,2
37.9,69.0,63.0,1,1021.0,3,2
24.5,54.0,187.0,0,602.0,4,2
27.2,42.0,196.0,1,2183.0,1,2
29.1,46.0,28.0,0,570.0,3,1
31.3,73.0,88.0,0,933.0,2,2
30.9,78.0,160.0,1,3381.0,3,2
18.9,98.0,58.0,0,1733.0,4,1
17.0,66.0,9.0,0,2227.0,5,0
29.3,25.0,101.0,0,1244.0,2,1
21.5,73.0,24.0,0,3325.0,6,2
21.7,75.0,134.0,0,1856.0,2,2
25.0,56.0,27.0,0,2205.0,2,1
16.1,77.0,54.0,0,254.0,2,0
25.3,68.0,64.0,0,370.0,4,2
24.8,76.0,66.0,1,2361.0,3,2
24.3,37.0,56.0,1,1073.0,3,2
19.6,74.0,294.0,0,2094.0,5,2
36.7,37.0,54.0,1,1248.0,5,1
34.6,44.0,118.0,0,4040.0,4,1
37.0,67.0,180.0,0,1887.0,4,1
20.3,53.0,85.0,1,1499.0,3,1
29.6,54.0,26.0,1,1239.0,2,2
40.2,66.0,39.0,1,85.0,2,1
28.2,65.0,81.0,0,2246.0,2,2
28.8,35.0,229.0,1,701.0,4,2
26.2,60.0,52.0,1,599.0,1,2
26.8,83.0,131.0,0,2014.0,1,2
38.3,70.0,18.0,1,1345.0,3,1
17.7,100.0,117.0,1,4735.0,3,2
25.6,75.0,26.0,1,2170.0,2,2
32.1,96.0,29.0,1,3557.0,3,2
23.2,39.0,80.0,0,1628.0,3,1
30.9,63.0,120.0,0,2733.0,5,2
28.6,42.0,50.0,0,816.0,3,1
33.6,49.0,70.0,0,521.0,3,0
24.9,99.0,99.0,1,3308.0,2,2
24.6,29.0,40.0,0,1042.0,1,0
28.1,84.0,114.0,1,5079.0,5,2
26.7,75.0,71.0,0,1875.0,2,2
28.2,78.0,135.0,0,3148.0,3,2
30.7,59.0,106.0,1,303.0,6,2
28.3,93.0,43.0,0,1880.0,2,2
25.2,69.0,127.0,0,3291.0,3,2
20.8,77.0,44.0,0,275.0,3,1
28.8,25.0,89.0,0,540.0,4,2
19.7,42.0,24.0,0,930.0,9,0
30.3,56.0,71.0,1,946.0,4,2
25.5,76.0,40.0,0,3019.0,6,2
25.0,39.0,164.0,1,1226.0,4,2
23.8,30.0,98.0,1,1080.0,0,1
28.0,66.0,83.0,1,1116.0,5,2
25.8,44.0,160.0,0,1975.0,3,2
24.9,69.0,167.0,0,1072.0,1,2
29.7,57.0,25.0,0,1295.0,6,2
25.0,75.0,99.0,1,2429.0,2,2
29.3,34.0,154.0,0,1033.0,1,2
33.4,52.0,49.0,0,496.0,1,0
27.1,57.0,78.0,0,2882.0,4,2
27.2,82.0,77.0,0,790.0,2,2
14.8,53.0,49.0,1,2109.0,0,1
30.4,64.0,152.0,1,1040.0,0,2
16.4,42.0,48.0,0,2714.0,5,0
29.1,74.0,73.0,1,1456.0,5,2
24.6,77.0,87.0,1,3129.0,1,2
25.5,61.0,34.0,0,3981.0,2,2
20.5,51.0,84.0,1,332.0,0,1
22.2,52.0,344.0,0,1657.0,5,1
13.6,58.0,49.0,1,885.0,5,1
33.6,75.0,134.0,0,2482.0,3,2
26.2,57.0,35.0,0,2558.0,3,2
24.2,87.0,66.0,1,1857.0,2,2
13.7,61.0,36.0,0,3088.0,8,1
24.4,41.0,33.0,1,1528.0,6,2
19.7,99.0,109.0,1,1536.0,6,2
13.7,50.0,46.0,0,2299.0,4,0
29.5,46.0,73.0,0,2613.0,5,2
23.6,56.0,28.0,1,708.0,3,1
42.0,87.0,29.0,0,2963.0,1,1
26.0,82.0,60.0,1,442.0,3,2
24.5,75.0,51.0,1,1649.0,3,2
36.5,72.0,14.0,1,887.0,5,1
24.7,71.0,67.0,1,1736.0,5,2
27.2,70.0,57.0,1,900.0,5,2
34.7,73.0,25.0,0,2084.0,3,1
27.9,57.0,56.0,0,69.0,3,2
24.9,47.0,65.0,1,2897.0,1,2
34.8,79.0,30.0,0,945.0,6,1
32.6,43.0,39.0,0,639.0,2,0
39.8,64.0,46.0,1,990.0,5,1
33.3,51.0,48.0,0,778.0,6,1
27.6,48.0,54.0,0,2421.0,2,2
27.6,76.0,75.0,0,812.0,1,2
26.9,69.0,45.0,0,1172.0,2,2
21.6,88.0,17.0,0,823.0,5,1
28.6,56.0,59.0,1,862.0,3,2
34.6,74.0,93.0,1,814.0,0,2
33.4,48.0,7.0,0,762.0,2,0
22.7,70.0,51.0,0,1744.0,3,1
23.2,41.0,14.0,1,980.0,1,1
32.8,48.0,49.0,1,1024.0,2,1
22.7,72.0,81.0,1,2316.0,1,2
22.2,31.0,48.0,1,158.0,8,1
22.2,87.0,63.0,1,604.0,1,2
25.8,67.0,73.0,1,1266.0,2,2
34.4,55.0,147.0,0,753.0,6,1
27.1,70.0,14.0,1,2169.0,5,2
24.6,77.0,151.0,1,2610.0,6,2
34.6,100.0,37.0,0,2895.0,4,2
23.4,35.0,32.0,0,726.0,2,0
21.5,52.0,163.0,0,1441.0,3,1
25.5,88.0,32.0,0,2366.0,2,2
25.4,60.0,38.0,0,204.0,4,1
28.8,72.0,45.0,0,1254.0,3,2
40.1,25.0,25.0,0,2297.0,4,0
20.4,73.0,117.0,0,1075.0,3,1
25.3,63.0,65.0,0,954.0,3,2
31.4,66.0,4.0,1,3859.0,3,2
32.1,68.0,32.0,1,388.0,0,2
39.4,42.0,10.0,1,2895.0,6,1
33.1,48.0,29.0,0,1805.0,3,0
25.1,91.0,97.0,1,453.0,2,2
26.1,58.0,63.0,1,1350.0,2,2
22.1,100.0,63.0,0,3168.0,2,2
26.5,87.0,105.0,0,1199.0,5,2
30.9,67.0,22.0,0,821.0,0,1
27.0,65.0,27.0,0,1575.0,1,2
26.3,62.0,47.0,0,1088.0,5,2
31.1,58.0,43.0,0,942.0,7,2
32.6,59.0,13.0,0,1429.0,3,1
31.7,100.0,169.0,1,291.0,5,2
33.6,63.0,79.0,0,1785.0,2,1
28.6,87.0,103.0,0,1017.0,2,2
21.1,57.0,43.0,1,2063.0,5,2
24.3,32.0,26.0,0,1225.0,1,0
25.1,50.0,20.0,0,2372.0,0,1
28.0,63.0,89.0,0,357.0,3,2
33.3,61.0,128.0,0,595.0,6,2
28.6,70.0,298.0,0,516.0,3,2
21.0,59.0,87.0,0,1443.0,1,1
31.5,29.0,353.0,0,2685.0,3,2
29.3,77.0,94.0,1,2785.0,1,2
29.7,60.0,30.0,0,169.0,1,1
40.6,58.0,56.0,0,1135.0,5,0
41.7,68.0,81.0,0,531.0,1,0
30.5,80.0,138.0,1,297.0,1,2
26.1,77.0,12.0,1,3298.0,1,2
31.9,67.0,147.0,1,1870.0,5,2
12.7,86.0,44.0,0,1269.0,0,0
18.6,77.0,201.0,0,1640.0,1,1
34.5,47.0,60.0,0,582.0,5,0
23.8,54.0,22.0,1,566.0,1,1
23.7,60.0,9.0,0,2478.0,5,1
33.5,100.0,28.0,0,2608.0,4,2
28.4,67.0,28.0,0,2760.0,5,2
27.5,42.0,63.0,1,1356.0,2,2
29.3,83.0,79.0,1,1317.0,5,2
32.2,53.0,82.0,0,1569.0,1,1
36.6,100.0,106.0,0,335.0,2,1
18.7,72.0,115.0,0,2566.0,5,2
30.3,25.0,71.0,1,2222.0,2,2
35.3,60.0,72.0,0,2606.0,4,1
14.4,61.0,49.0,1,3670.0,5,2
31.0,59.0,97.0,0,2738.0,7,2
26.5,82.0,93.0,0,1883.0,3,2
19.2,75.0,25.0,0,5887.0,2,2
25.4,88.0,124.0,0,659.0,3,2
38.2,75.0,195.0,0,1857.0,3,1
15.8,73.0,36.0,1,1348.0,2,1
31.8,40.0,139.0,1,1944.0,8,2
20.6,70.0,15.0,0,154.0,3,0
39.7,76.0,83.0,0,1269.0,0,1
42.0,73.0,117.0,1,1056.0,3,2
21.9,74.0,48.0,1,396.0,6,2
26.4,33.0,101.0,0,1810.0,0,1
31.8,70.0,51.0,1,454.0,2,2
34.8,56.0,67.0,1,4960.0,5,2
30.4,76.0,51.0,1,721.0,2,2
18.1,86.0,99.0,0,788.0,5,1
21.5,81.0,44.0,0,439.0,2,1
27.9,60.0,58.0,1,2023.0,1,2
23.9,48.0,41.0,0,1267.0,0,0
27.5,65.0,19.0,0,1287.0,2,2
19.4,62.0,14.0,1,642.0,4,1
20.9,82.0,52.0,0,2018.0,1,1
19.5,84.0,121.0,0,3284.0,3,2
30.7,79.0,135.0,0,708.0,2,2
31.7,57.0,66.0,0,1626.0,2,1
27.1,83.0,53.0,0,578.0,2,2
16.8,73.0,36.0,0,1069.0,3,0
28.7,34.0,72.0,1,1814.0,3,2
26.5,44.0,86.0,0,977.0,1,1
35.0,41.0,29.0,0,2137.0,2,0
26.6,53.0,74.0,1,518.0,5,2
20.9,81.0,98.0,1,1354.0,5,2
27.5,90.0,84.0,1,1676.0,4,2
23.3,60.0,27.0,1,258.0,4,2
23.5,63.0,149.0,0,674.0,6,2
24.2,54.0,38.0,0,659.0,2,1
24.9,69.0,104.0,0,1700.0,3,2
25.2,52.0,240.0,1,352.0,3,2
24.1,71.0,25.0,0,1665.0,4,2
31.6,89.0,116.0,1,870.0,6,2
19.7,61.0,13.0,0,1641.0,5,0
27.5,57.0,7.0,0,849.0,2,1
23.5,64.0,124.0,0,2114.0,3,2
23.3,57.0,74.0,1,1882.0,5,2
32.2,71.0,17.0,0,1567.0,0,1
31.9,83.0,93.0,0,796.0,4,2
28.7,43.0,31.0,0,1178.0,5,1
32.7,38.0,62.0,0,469.0,3,0
37.4,51.0,24.0,1,1059.0,5,1
31.6,74.0,121.0,1,1180.0,1,2
27.9,76.0,64.0,0,1416.0,2,2
32.6,99.0,70.0,0,2228.0,4,2
20.2,78.0,94.0,0,836.0,2,1
23.5,62.0,36.0,0,1827.0,2,1
26.7,43.0,9.0,0,443.0,4,1
28.3,66.0,4.0,1,1696.0,3,2
19.7,69.0,167.0,0,2156.0,3,1
17.6,62.0,46.0,0,1156.0,2,0
25.4,60.0,74.0,1,1069.0,6,2
29.2,72.0,40.0,1,2037.0,2,2
36.4,68.0,51.0,1,1819.0,4,2
26.7,96.0,197.0,0,2316.0,1,2
29.5,54.0,39.0,0,347.0,5,2
27.0,73.0,64.0,1,951.0,3,2
41.9,58.0,47.0,0,4203.0,4,1
29.6,58.0,102.0,0,973.0,2,2
20.9,66.0,25.0,0,1510.0,6,1
30.0,92.0,99.0,1,1893.0,3,2
27.7,83.0,70.0,0,960.0,1,2
25.2,42.0,81.0,1,1049.0,3,2
23.0,70.0,107.0,0,2177.0,7,2
27.3,31.0,49.0,0,2037.0,4,2
24.7,58.0,106.0,0,337.0,1,1
24.6,86.0,46.0,0,585.0,3,2
28.8,55.0,49.0,0,892.0,2,2
30.4,54.0,120.0,0,1404.0,2,2
26.1,100.0,102.0,0,526.0,4,2
24.1,74.0,134.0,0,459.0,2,2
24.5,87.0,38.0,1,1079.0,0,2
30.9,90.0,99.0,0,453.0,2,2
27.9,64.0,17.0,0,805.0,4,2
22.3,84.0,120.0,1,660.0,3,2
14.4,64.0,56.0,1,2472.0,2,1
32.5,63.0,116.0,0,824.0,1,1
20.8,73.0,112.0,0,1608.0,1,1
19.5,84.0,63.0,1,344.0,1,2
30.5,62.0,86.0,0,653.0,2,2
17.5,79.0,64.0,0,537.0,0,0
23.0,47.0,41.0,0,1784.0,3,0
32.0,73.0,47.0,1,1280.0,1,2
29.7,29.0,44.0,1,985.0,4,2
24.6,69.0,62.0,0,438.0,10,2
24.7,36.0,42.0,1,478.0,5,2
22.2,85.0,47.0,0,1541.0,1,1
24.5,62.0,58.0,0,2388.0,4,2
24.4,62.0,29.0,1,1150.0,1,2
26.5,69.0,181.0,1,1603.0,1,2
32.1,57.0,5.0,0,761.0,5,1
29.5,57.0,25.0,0,2422.0,2,2
26.4,62.0,93.0,1,2123.0,1,2
23.6,45.0,137.0,1,1186.0,4,2
31.6,31.0,121.0,1,840.0,3,2
33.4,55.0,121.0,0,413.0,0,1
27.2,54.0,27.0,0,1772.0,3,2
29.8,29.0,74.0,1,654.0,1,2
12.7,72.0,26.0,0,585.0,4,0
23.0,60.0,105.0,0,1644.0,3,1
18.5,79.0,108.0,0,1119.0,4,1
28.0,65.0,10.0,0,2409.0,3,2
19.9,59.0,35.0,0,1495.0,3,0
42.0,66.0,136.0,0,3178.0,3,1
31.5,33.0,20.0,1,832.0,4,1
28.9,56.0,33.0,0,1340.0,3,2
23.9,81.0,126.0,1,419.0,7,2
24.3,100.0,71.0,0,700.0,5,2
28.5,49.0,21.0,0,526.0,2,1
39.3,77.0,69.0,0,1801.0,2,1
31.6,57.0,105.0,0,1304.0,6,2
30.3,77.0,71.0,0,948.0,3,2
25.4,70.0,57.0,0,2226.0,5,2
15.1,37.0,24.0,0,779.0,5,0
24.3,66.0,31.0,0,2933.0,2,2
24.1,69.0,167.0,0,1546.0,2,2
25.7,63.0,49.0,1,1815.0,2,2
26.5,33.0,107.0,1,645.0,4,2
27.8,64.0,181.0,1,743.0,0,2
22.2,60.0,180.0,1,1825.0,2,2
32.4,64.0,47.0,0,823.0,2,1
36.5,77.0,62.0,1,325.0,4,2
25.0,52.0,90.0,0,752.0,2,1
27.7,68.0,11.0,1,919.0,3,2
20.5,67.0,141.0,1,1200.0,5,2
19.9,42.0,37.0,1,1848.0,5,1
34.5,29.0,31.0,1,1686.0,6,1
32.2,63.0,71.0,0,282.0,2,1
27.1,61.0,121.0,1,610.0,6,2
29.3,54.0,57.0,0,1250.0,4,2
29.8,71.0,106.0,1,1073.0,3,2
20.3,71.0,15.0,0,2259.0,3,1
18.5,53.0,132.0,1,2862.0,1,2
17.0,90.0,64.0,1,1700.0,2,2
28.5,51.0,92.0,0,1201.0,3,2
34.2,100.0,35.0,0,1587.0,2,1
30.2,79.0,34.0,1,2315.0,2,2
22.8,66.0,120.0,1,2802.0,2,2
14.9,36.0,53.0,1,760.0,3,0
32.3,40.0,113.0,0,614.0,5,1
27.3,70.0,24.0,1,2537.0,2,2
26.4,60.0,67.0,0,1761.0,7,2
28.4,50.0,42.0,1,259.0,1,2
22.7,75.0,22.0,0,2421.0,1,1
24.2,64.0,34.0,1,4108.0,2,2
24.2,44.0,116.0,0,1569.0,4,1
30.1,57.0,102.0,1,1355.0,4,2
